Subject,Predicate,Object
Album Leaf from Illustrations of Costumes from the Qianlong Court,题跋,"前後正龍各一 兩肩行龍各一 要帷行龍四 中有襞積 下幅行龍八 領後垂明黃縧 其飾珠寶惟宜 餘俱如前 皇貴妃同 Translation of the Chinese text: ""[continuing from the right leaf,… 

													前後正龍各一 兩肩行龍各一 要帷行龍四 中有襞積 下幅行龍八 領後垂明黃縧 其飾珠寶惟宜 餘俱如前 皇貴妃同 Translation of the Chinese text: ""[continuing from the right leaf, 2004.19.1.1.29]... On the top of the front and back is embroidered with a front-facing dragon each, on the two shoulders are embroidered one moving dragon each, and at the waist, there are four moving dragons. There will be an attached pleate skirt. On the skirt, there are eight moving dragons. The back of the collar attaches a hanging with bright yellow ribbons, adorned with pearls and gems as fitting. Other ornamentation is like that the first winter court robe. The first-rank imperial consort will have the same design.""
(Translated and transcribed by Lisa Claypool, Ed., China’s Imperial Modern: The Painter’s Craft, Edmonton, AB: University of Alberta Museums, 2012, p. 104; Modified by Isabel Pi-fen Chueh)
On the reverse of the piece ""(40)"" is handwritten in pencil on the upper right corner. 
Read More +"
Album Leaf from Illustrations of Costumes from the Qianlong Court,材质,ink; silk; paper
Album Leaf from Illustrations of Costumes from the Qianlong Court,尺寸,sheet: 42.2 cm x 40.8 cm; image: 28.2 cm x 28.3 cm
Album Leaf from Illustrations of Costumes from the Qianlong Court,对象类型,album leaf
Album Leaf from Illustrations of Costumes from the Qianlong Court,时期,Qing 18th century
Album Leaf from Illustrations of Costumes from the Qianlong Court,制作地点,China
Figures in River Landscapes,创作者,Wang Gai
Figures in River Landscapes,类别,albums
Figures in River Landscapes,捐赠来源,Gift of Sandy and Cécile Mactaggart
Figures in River Landscapes,文化,Chinese
Figures in River Landscapes,制作时间,1702
Figures in River Landscapes,描述,"This album contains 12 ink paintings on paper with an inscription on the final leaf. The album cover is wood covered in yellow silk lampas with a repetitive floral motif and a dark lacquered wood frame. Each leaf contains a landscape, which was painted in situ by Wang Gai (1677-1705). Repeating themes throughout the album include figures immersed in the natural environment, which reflects the literati’s yearning and nostalgia. Each album page bears the impression of one or both of the artists' seals: Wang Gai - Square Intaglio and Anjie, courtesy name of Wang Gai - Square Relief."
Figures in River Landscapes,题跋,Each painting is signed by Wang Gai and is impressed with 1 or 2 artist seals.
Figures in River Landscapes,材质,ink and colour on paper
Figures in River Landscapes,尺寸,overall: 3.7 cm x 48 cm x 27.2 cm; image: 21.5 cm x 40.5 cm
Figures in River Landscapes,对象类型,album
Figures in River Landscapes,时期,Qing 18th century
Figures in River Landscapes,制作地点,China
Embroidered Yellow Silk Jacket for a Woman,创作者,unknown
Embroidered Yellow Silk Jacket for a Woman,类别,clothing
Embroidered Yellow Silk Jacket for a Woman,捐赠来源,Gift of Sandy and Cécile Mactaggart
Embroidered Yellow Silk Jacket for a Woman,文化,Chinese
Embroidered Yellow Silk Jacket for a Woman,制作时间,1736-1795
Embroidered Yellow Silk Jacket for a Woman,材质,yellow silk satin embroidered with silk
Embroidered Yellow Silk Jacket for a Woman,尺寸,overall: 118 cm x 158 cm; neck to hem: 118 cm; cuff to cuff: x 158 cm
Embroidered Yellow Silk Jacket for a Woman,对象类型,jacket
Embroidered Yellow Silk Jacket for a Woman,时期,Qing 18th century
Embroidered Yellow Silk Jacket for a Woman,制作地点,China
Two Embroidered Blue Silk Sleeve Bands,创作者,unknown
Two Embroidered Blue Silk Sleeve Bands,类别,clothing
Two Embroidered Blue Silk Sleeve Bands,捐赠来源,Gift of Sandy and Cécile Mactaggart
Two Embroidered Blue Silk Sleeve Bands,文化,Chinese
Two Embroidered Blue Silk Sleeve Bands,制作时间,date unknown
Two Embroidered Blue Silk Sleeve Bands,材质,silk floss; silk gauze; ink; cotton; linen; embroidery; cardboard
Two Embroidered Blue Silk Sleeve Bands,对象类型,sleeve band
Two Embroidered Blue Silk Sleeve Bands,时期,Qing 18th century
Two Embroidered Blue Silk Sleeve Bands,制作地点,China
Front Panel of a Rank Badge for a Seventh Rank Civil Official,创作者,unknown
Front Panel of a Rank Badge for a Seventh Rank Civil Official,类别,textiles
Front Panel of a Rank Badge for a Seventh Rank Civil Official,捐赠来源,Gift of Sandy and Cécile Mactaggart
Front Panel of a Rank Badge for a Seventh Rank Civil Official,文化,Chinese
Front Panel of a Rank Badge for a Seventh Rank Civil Official,制作时间,1821-1850
Front Panel of a Rank Badge for a Seventh Rank Civil Official,描述,"Qing Period (1644-1911), Seventh Rank Civil Official (Mandarin Duck)

(source: John E. Vollmer & Jacqueline Simcox, ""Emblems of Empire: Selections from the Mactaggart Art Collection,"" (The University of Alberta Press and University of Alberta Museums, Edmonton, Alberta, 2009), p. 74.)"
Front Panel of a Rank Badge for a Seventh Rank Civil Official,材质,silk; silk floss; silk satin; gold braid; embroidery
Front Panel of a Rank Badge for a Seventh Rank Civil Official,尺寸,overall: 30.7 cm x 33.4 cm
Front Panel of a Rank Badge for a Seventh Rank Civil Official,对象类型,rank badge
Front Panel of a Rank Badge for a Seventh Rank Civil Official,时期,Qing 19th century
Front Panel of a Rank Badge for a Seventh Rank Civil Official,制作地点,China
Imperial Yellow Silk Brocade Document Cover,创作者,unknown
Imperial Yellow Silk Brocade Document Cover,类别,albums
Imperial Yellow Silk Brocade Document Cover,捐赠来源,Gift of Sandy and Cécile Mactaggart
Imperial Yellow Silk Brocade Document Cover,文化,Chinese
Imperial Yellow Silk Brocade Document Cover,制作时间,date unknown
Imperial Yellow Silk Brocade Document Cover,材质,silk; silk brocade; silk satin; gold wrapped silk thread; cotton
Imperial Yellow Silk Brocade Document Cover,尺寸,overall: 106.4 cm x 109.8 cm
Imperial Yellow Silk Brocade Document Cover,对象类型,document cover
Imperial Yellow Silk Brocade Document Cover,时期,Qing 19th century
Imperial Yellow Silk Brocade Document Cover,制作地点,China
Spectacles Case,创作者,unknown
Spectacles Case,类别,containers
Spectacles Case,捐赠来源,Gift of Sandy and Cécile Mactaggart
Spectacles Case,文化,Chinese
Spectacles Case,制作时间,date unknown
Spectacles Case,材质,silk; silk cord; lacquer; glass
Spectacles Case,尺寸,overall: 17 cm x 8.5 cm x 3 cm
Spectacles Case,对象类型,case
Spectacles Case,时期,Qing 18th-19th centuries
Spectacles Case,制作地点,China
Set of Nine Embroidered Silk Fan Cases,创作者,unknown
Set of Nine Embroidered Silk Fan Cases,类别,costume accessories
Set of Nine Embroidered Silk Fan Cases,捐赠来源,Gift of Sandy and Cécile Mactaggart
Set of Nine Embroidered Silk Fan Cases,文化,Chinese
Set of Nine Embroidered Silk Fan Cases,制作时间,date unknown
Set of Nine Embroidered Silk Fan Cases,材质,silk satin; silk floss; embroidery
Set of Nine Embroidered Silk Fan Cases,对象类型,fan case
Set of Nine Embroidered Silk Fan Cases,时期,Qing 19th century
Set of Nine Embroidered Silk Fan Cases,制作地点,China
Pair of Embroidered Silk Sleeve Bands Mounted as a Panel,创作者,unknown
Pair of Embroidered Silk Sleeve Bands Mounted as a Panel,类别,textiles
Pair of Embroidered Silk Sleeve Bands Mounted as a Panel,捐赠来源,Gift of Sandy and Cécile Mactaggart
Pair of Embroidered Silk Sleeve Bands Mounted as a Panel,文化,Chinese
Pair of Embroidered Silk Sleeve Bands Mounted as a Panel,制作时间,date unknown
Pair of Embroidered Silk Sleeve Bands Mounted as a Panel,材质,gold wrapped silk thread; silk; silk brocade; silk floss; silk satin; embroidery
Pair of Embroidered Silk Sleeve Bands Mounted as a Panel,尺寸,overall: 60.9 cm x 33.5 cm
Pair of Embroidered Silk Sleeve Bands Mounted as a Panel,对象类型,panel
Pair of Embroidered Silk Sleeve Bands Mounted as a Panel,时期,Qing 19th century
Pair of Embroidered Silk Sleeve Bands Mounted as a Panel,制作地点,China
Embroidered Silk Dragon Roundel from a Robe,创作者,unknown
Embroidered Silk Dragon Roundel from a Robe,类别,clothing
Embroidered Silk Dragon Roundel from a Robe,捐赠来源,Gift of Sandy and Cécile Mactaggart
Embroidered Silk Dragon Roundel from a Robe,文化,Chinese
Embroidered Silk Dragon Roundel from a Robe,制作时间,1573-1619
Embroidered Silk Dragon Roundel from a Robe,描述,"Embroidered silk roundel with dragon design, attached to a fabric-covered backing board. The dragon is mainly green, and is surrounded by clouds, flames, and waves. The dragon is in an active position with all five claws extended. This roundel is part of a pair that would have been cut from a dragon robe made during the Ming Dynasty (1368-1644)."
Embroidered Silk Dragon Roundel from a Robe,材质,cotton; gold wrapped silk thread; silk floss; plywood; embroidery
Embroidered Silk Dragon Roundel from a Robe,尺寸,overall: 38.5 cm x 39.9 cm x 1.3 cm
Embroidered Silk Dragon Roundel from a Robe,对象类型,roundel
Embroidered Silk Dragon Roundel from a Robe,时期,Ming 16th-17th centuries
Embroidered Silk Dragon Roundel from a Robe,制作地点,China
Print from the Qianlong Emperor’s Conquests,创作者,unknown
Print from the Qianlong Emperor’s Conquests,类别,prints
Print from the Qianlong Emperor’s Conquests,捐赠来源,Gift of Sandy and Cécile Mactaggart
Print from the Qianlong Emperor’s Conquests,文化,Chinese
Print from the Qianlong Emperor’s Conquests,制作时间,1767-1774
Print from the Qianlong Emperor’s Conquests,描述,A printed calligraphic piece with sections missing.
Print from the Qianlong Emperor’s Conquests,材质,ink; silk; paper
Print from the Qianlong Emperor’s Conquests,尺寸,overall: 63.2 cm x 112.7 cm; image: 53.9 cm x 92.3 cm
Print from the Qianlong Emperor’s Conquests,对象类型,print
Print from the Qianlong Emperor’s Conquests,时期,Qing 18th century
Print from the Qianlong Emperor’s Conquests,制作地点,China
Embroidered Yellow Silk Dragon Robe for an Image or Shrine,创作者,unknown
Embroidered Yellow Silk Dragon Robe for an Image or Shrine,类别,clothing
Embroidered Yellow Silk Dragon Robe for an Image or Shrine,捐赠来源,Gift of Sandy and Cécile Mactaggart
Embroidered Yellow Silk Dragon Robe for an Image or Shrine,文化,Chinese
Embroidered Yellow Silk Dragon Robe for an Image or Shrine,制作时间,date unknown
Embroidered Yellow Silk Dragon Robe for an Image or Shrine,材质,yellow silk gauze embroidered with silk and metal-wrapped threads
Embroidered Yellow Silk Dragon Robe for an Image or Shrine,尺寸,overall: 34.4 cm x 68.1 cm; neck to hem: 34.4 cm; cuff to cuff: x 68.1 cm
Embroidered Yellow Silk Dragon Robe for an Image or Shrine,对象类型,robe
Embroidered Yellow Silk Dragon Robe for an Image or Shrine,时期,Qing 19th century
Embroidered Yellow Silk Dragon Robe for an Image or Shrine,制作地点,China
Carved Jadite Necklace,创作者,unknown
Carved Jadite Necklace,类别,costume accessories
Carved Jadite Necklace,捐赠来源,Gift of Sandy and Cécile Mactaggart
Carved Jadite Necklace,文化,Chinese
Carved Jadite Necklace,制作时间,date unknown
Carved Jadite Necklace,材质,brass; silk; jadeite
Carved Jadite Necklace,尺寸,overall: 48 cm
Carved Jadite Necklace,对象类型,necklace
Carved Jadite Necklace,时期,Qing 19th century
Carved Jadite Necklace,制作地点,China
Front Panel of a Rank Badge for a Third Rank Military Official,创作者,unknown
Front Panel of a Rank Badge for a Third Rank Military Official,类别,textiles
Front Panel of a Rank Badge for a Third Rank Military Official,捐赠来源,Gift of Sandy and Cécile Mactaggart
Front Panel of a Rank Badge for a Third Rank Military Official,文化,Chinese
Front Panel of a Rank Badge for a Third Rank Military Official,制作时间,1862-1874
Front Panel of a Rank Badge for a Third Rank Military Official,描述,"Rank badges, always made in pairs, were placed on the front and back of surcoats in order to communicate their wearer’s rank during the Ming (1368-1644) and Qing dynasties (1644-1911). Different motifs were regulated by the imperial court, including bird motifs used only for civil officials while beasts were used for military officials. The hierarchy of ranks within these categories was represented by specific birds and beasts. This pair of rank badges features a leopard rendered in tapestry weave with details painted with ink, representing a third rank military official. The leopard is identified by its spots, which look like geometric marks throughout its body, and green eyebrows, which are typical in the late Qing dynasty. The front badge is made into two separate panels to accommodate the front opening of a surcoat, while the back badge is made in one piece. The patterns on the front and back badges are identical. The leopard is positioned in the center of the badge, surrounded by clouds, small white flowers, bats, and other auspicious symbols. Select details are highlighted with metal-wrapped threads, including the standing water waves below the leopard. The position of the sun on the right side of the badge indicates that the wearer was a woman, likely the spouse of a military official. The border features show characters and bats, which are symbols of luck."
Front Panel of a Rank Badge for a Third Rank Military Official,材质,silk and metal-wrapped thread tapestry weave with ink
Front Panel of a Rank Badge for a Third Rank Military Official,对象类型,rank badge
Front Panel of a Rank Badge for a Third Rank Military Official,时期,Qing 19th century
Front Panel of a Rank Badge for a Third Rank Military Official,制作地点,China
Front and Back Panels of a Rank Badge for a Sixth Rank Military Official,创作者,unknown
Front and Back Panels of a Rank Badge for a Sixth Rank Military Official,类别,textiles
Front and Back Panels of a Rank Badge for a Sixth Rank Military Official,捐赠来源,Purchased by University of Alberta Museums
Front and Back Panels of a Rank Badge for a Sixth Rank Military Official,文化,Chinese
Front and Back Panels of a Rank Badge for a Sixth Rank Military Official,制作时间,1875 - 1908
Front and Back Panels of a Rank Badge for a Sixth Rank Military Official,描述,"Rank badges, always made in pairs, were placed on the front and back of surcoats in order to communicate their wearer’s rank during the Ming (1368-1644) and Qing dynasties (1644-1911). Different motifs were regulated by the imperial court, including bird motifs used only for civil officials, while beasts were used for military officials. The hierarchy of ranks within these categories was represented by specific birds and beasts. 
This pair of rank badges features a panther, symbolizing a sixth rank military official. The panther is raising its head toward a sun disk in the upper right corner and surrounded by ruyi-shaped clouds."
