Subject,Predicate,Object,ObjectLabel
2004.19.79.10,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.534.1,材质,gold wrapped silk thread; silk; silk brocade; silk jacquard; silk satin,material
2004.19.2.23,标题,Album Leaf from Illustrations of Chinese Costumes,title
2004.19.75.2.2,描述,Lid of lacquer storage box for handscroll.,description
2005.5.44,标题,Fragment of Embroidered Silk,title
2010.20.1.7.3,尺寸,overall: 29.8 cm x 20.5 cm,measurement
2010.20.1.7.3,描述,"One set of the Yuzhi nanxun shengdian [Magnificent Record of the Southern Tours], edited by Gao Jin et al. Volume 39. Chapters 97-98. Mingsheng [Famous sights]. Woodblock printed, thread binding.",description
2004.19.1.1.14,标题,Album Leaf from Illustrations of Costumes from the Qianlong Court,title
2005.5.60,制作地点,China,place
2010.20.1.7,标题,"Magnificent Record of the Southern Tours, volumes 37-42, chapters 94-105",title
2005.5.568.2,类别,textiles,category
2004.19.3.8,制作地点,China,place
2005.5.362,制作地点,China,place
2004.19.72.7,类别,albums,category
2004.19.3.2,材质,ink; paper,material
2005.5.378,标题,Embroidered Cream Silk Hanging,title
2005.5.360,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.607.2,对象类型,rank badge,type
2005.5.382.2,类别,clothing,category
2005.5.145,制作地点,China,place
2005.5.350.1,对象类型,mirror,type
2004.19.59,对象类型,hanging scroll,type
2010.21.10.1,描述,"One of a pair of fountains, each in the form of a leaping carp spewing water from its open mouth. The base is carved in the shape of stylized waves. The deep golden amber colour of the fountains is likely the result of application of a stain, but might be due to exposure to the weather.",description
2004.19.9.11,制作地点,China,place
2010.20.3,材质,"silk damask, fur",material
2005.5.391.2,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.540,尺寸,overall: 183.5 cm x 72.4 cm,measurement
2005.5.318,制作地点,China,place
2005.5.32,标题,Blue Silk Brocade Panel made from a Fragment of a Dragon Robe,title
2004.19.1.1.36,尺寸,sheet: 42.2 cm x 40.9 cm; image: 25.1 cm x 31.4 cm,measurement
2004.19.72.3,文化,Chinese,culture
2004.19.38.13,时期,Qing 19th century,period
2005.5.607.2,尺寸,overall: 29 cm x 29.4 cm,measurement
2005.5.419,材料术语,Tapestry Weave; Brocade											 											  												 												 													 														View Materials Glossary Details » View Materials Glossary Details »,glossary
2005.5.605.1.2,文化,Chinese,culture
2005.5.395.5,文化,Chinese,culture
2004.19.3.20,类别,albums,category
2009.8.6,尺寸,overall: 99 cm x 106.6 cm,measurement
2004.19.71.1,制作时间,1666,date
2004.19.79.4,创作者,Zhu Sheng,artist
2004.19.38.1,创作者,Ren Yi,artist
2005.5.320,类别,clothing,category
2004.19.55,标题,Thatched Huts in a Landscape,title
2005.5.621.6.1,类别,clothing,category
2004.19.36,描述,"Gao Qipei (1660-1734) painted this handscroll of plum tree branches (prunus) using his fingertip, with the finest details added using his nails.  The artist's daytime occupation as a civil servant during the Qing Dynasty permitted him free time in which to explore new ways of painting with his whole hand - palm, finger tips, and nails - rather than a traditional paintbrush. With this highly unique technique, Gao produced many similar landscape paintings throughout his life. After the painting is calligraphy by Gao Qipei, dated 1712, that contains sixteen copies of famous calligraphies (zitie) done between the Jin and Song dynasties, followed by an epilogue and a poem.",description
2005.5.245.1,尺寸,overall: 63.8 cm x 11.6 cm,measurement
2004.19.1.1.43,材质,ink; silk; paper,material
2005.5.88.1,时期,Qing 19th century,period
2005.5.359,时期,Qing 19th century,period
2005.5.394,时期,Qing 18th century,period
2005.5.227,时期,Ming 15th century,period
2005.5.3.1,材质,dark purple-red silk cut velvet,material
2005.5.620,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.418,标题,Silk Tapestry Weave Hanging,title
2005.5.541,文化,Chinese,culture
2022.7.6.1.1,尺寸,overall: 29.5 cm x 15.3 cm,measurement
2005.5.599.1.2,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2004.19.2.27,时期,Qing 18th century,period
2005.5.112.1,标题,Blue Silk Tapestry Weave Fragment from the Skirt of a Formal Court Robe,title
2005.5.403.2,材质,metallic thread; silk; silk thread; metal discs; mirrors,material
2010.20.1.2.4,材质,"printed woodblock, thread binding",material
2005.5.571.1,类别,textiles,category
2004.19.2.5,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.205,标题,Brown Silk Brocade Jacket for a Woman,title
2004.19.1.1.52,描述,"This album leaf is part of a section of the illustrations of costumes from the Qianlong court, Huangchao liqi tushi (“The Regulations for the Ceremonial Paraphernalia of the [Qing] Dynasty”). In total there are 34 folios that depict costumes appropriate for the Empress Dowager or Empress to wear at the imperial court along with short descriptive captions. This is the left leaf of one folio (attached to 2004.19.1.53) and it contains eleven columns of regular script calligraphy describing the regulations for earrings, which are illustrated on the attached right leaf.",description
2005.5.282,材质,gold wrapped silk thread; silk; silk satin; paint,material
2005.5.596.1.2,标题,Left Side of the Front Panel of a Rank Badge for a Fourth Rank Military Official,title
2005.5.576.1.1,制作地点,China,place
2004.19.2.39,材质,ink; paper,material
2005.5.366,对象类型,yardage,type
2010.20.1.5.5,尺寸,overall: 29.8 cm x 20.5 cm,measurement
2010.16.1,标题,Album of Landscape Paintings,title
2010.20.1.8.4,制作时间,1771,date
2005.5.324,材料术语,Tapestry Weave											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.571,时期,Qing 19th-20th centuries,period
2004.19.2.31,制作地点,China,place
2005.5.240.1,制作地点,China,place
2005.5.395.3,材质,gold wrapped silk thread; silk brocade,material
2005.5.147.2,类别,textiles,category
2004.19.85,文化,Chinese,culture
2004.19.2.12,标题,Album Leaf from Illustrations of Chinese Costumes,title
2004.19.3.17,描述,A painting of two butterflies and a branch of leaves with red flowers.,description
2004.19.35,制作地点,China,place
2005.5.300,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.86,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2011.16.1.1,制作时间,Qing Dynasty (1644-1912),date
2005.5.47,对象类型,facings,type
2004.19.31.2,类别,containers,category
2004.19.1.1.40,对象类型,album leaf,type
2022.7.1,材质,Polychrome silk floss and metal-wrapped thread embroidery on silk twill,material
2009.8.1,描述,This is a 'blank badge' onto which a bird or animal rank badge symbol would have been attached.,description
2005.5.230.2,对象类型,panel,type
2005.5.558.2,制作地点,China,place
2004.19.2.47,文化,Chinese,culture
2005.5.297,对象类型,hanging,type
2004.19.10,创作者,Wu Guanzhong											 											  												 												 													 														View People Details »,artist
2004.19.44,尺寸,sheet: 240 cm x 79.8 cm; image: 131.4 cm x 65.1 cm,measurement
2005.5.236,尺寸,overall: 38.5 cm x 33 cm,measurement
2004.19.9.12,创作者,Yao Song,artist
2005.5.402.2,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.238.2,描述,"Embroidered silk roundel with dragon design, attached to a fabric-covered backing board. The dragon is mainly green, and is surrounded by clouds, flames, and waves. The dragon is in an active position with all five claws extended. This roundel is part of a pair that would have been cut from a dragon robe made during the Ming Dynasty (1368-1644).",description
2005.5.595.1.1,类别,textiles,category
2004.19.75,对象类型,handscroll set,type
2004.19.38.6,材质,ink and colour on paper,material
2005.5.621.6.2.1,时期,Qing 19th century,period
2005.5.495,时期,Qing 19th century,period
2005.5.602.1,文化,Chinese,culture
2004.19.14,类别,paintings,category
2005.5.196,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2005.5.143,对象类型,document cover,type
2005.5.603.1.2,类别,textiles,category
2010.20.2.5,创作者,Wang Gai,artist
2005.5.447,材质,brass; cotton; gold wrapped silk thread; silk floss; silk satin; embroidery,material
2004.19.68.1.29,创作者,"after Damasceno, Giovanni",artist
2005.5.551,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2009.8.5,文化,Chinese,culture
2004.19.78.2,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2010.20.1.5.3,尺寸,overall: 29.8 cm x 20.5 cm,measurement
2004.19.85.4.1,对象类型,"box, base",type
2022.7.5.2,标题,Back Panel of a Rank Badge for a Sixth Rank Military Official,title
2005.5.524,对象类型,skirt,type
2005.5.621.5.2.1,时期,Qing 19th century,period
2004.19.3.16,文化,Chinese,culture
2005.5.533.1,文化,Chinese,culture
2010.16.1.12,文化,Chinese,culture
2005.5.589.1,制作地点,China,place
2004.19.72.13,类别,albums,category
2005.5.400,时期,Qing 19th century,period
2005.5.33,制作地点,China,place
2005.5.247.2,对象类型,rank badge,type
1995.2,标题,Nature Speaks #6,title
2005.5.448.1,对象类型,cushion cover,type
2004.19.8,制作时间,1987,date
2004.19.68.1.31,类别,prints,category
2005.5.639.2,材质,silk floss; silk twill; metallic thread; embroidery,material
2005.5.204,标题,Orange Silk Damask Jacket for a Woman,title
2004.19.1.1.31,对象类型,album leaf,type
2004.19.38.15,对象类型,album leaf,type
2005.5.84.1,制作地点,China,place
2005.5.560,材质,linen; silk,material
2005.5.88.3,尺寸,overall: 61 cm x 5.2 cm x 1.8 cm,measurement
2010.16.1.11,标题,Album Leaf from Album of Landscape Paintings,title
2004.19.41,制作地点,China,place
2005.5.50.2,类别,textiles,category
2005.5.303,对象类型,surcoat,type
2005.5.568.1.2,材质,gold wrapped silk thread; ink; tapestry weave; linen; silk; silver wrapped silk thread,material
2005.5.639,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.631.1,文化,Chinese,culture
2005.5.632.1,材质,brass; glass,material
2005.5.86,标题,Embroidered Orange Silk Sliding Purse,title
2004.19.3.1,描述,A painting of four butterflies of varying sizes.,description
2004.19.15.1,尺寸,sheet: 72.6 cm x 2433.1 cm; image: 68.9 cm x 1690.3 cm; rolled: 11.2 cm x 72.6 cm x 10.2 cm,measurement
2005.5.181,材质,blue silk twill embroidered with silk and metal-wrapped threads,material
2004.19.1.1.65,对象类型,album leaf,type
2005.5.511,对象类型,sleeve band,type
2005.5.140.2,文化,Chinese,culture
2004.19.1.1.49,制作地点,China,place
2005.5.638,材料术语,Embroidery											 											  												 												 													 														View Materials Glossary Details »,glossary
2004.19.63,时期,Modern 20th century,period
2004.19.11.6,类别,paintings,category
2005.5.143,标题,Five Imperial Yellow Silk Brocade Document Covers,title
2005.5.419,材质,gold wrapped silk thread; silk brocade; polyester; silk tapestry weave; silk twist,material
2004.19.78.2,尺寸,overall: 138.4 cm x 75.6 cm; image: 119 cm x 70 cm,measurement
2005.5.311,文化,Chinese,culture
2004.19.1.1.13,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.414,尺寸,overall: 33 cm x 23.1 cm,measurement
2005.5.278,捐赠来源,Gift of Sandy and Cécile Mactaggart,donor
2005.5.594,材质,gold wrapped silk thread; linen; peacock feathers; silk; ink; paper; tapestry weave,material
2004.19.1.1.19,题跋,"皇太后 皇后夏朝袍一 謹按 本朝定制 皇太后 皇后夏朝袍 色用明黃 片金緣 中有... Translation of the Chinese text: ""Summer court robe chaopao first style for the Empress Dowager and…   													皇太后 皇后夏朝袍一 謹按 本朝定制 皇太后 皇后夏朝袍 色用明黃 片金緣 中有... Translation of the Chinese text: ""Summer court robe chaopao first style for the Empress Dowager and Empress/In accordance with the decree of the present dynasty:/The summer court robes of the Empress Dowager and Empress are bright yellow in colour and trimmed with golden bands. The middle of  [text continued on left leaf, 2004.19.1.1.18]"" (Translated and transcribed by Lisa Claypool, Ed., China’s Imperial Modern: The Painter’s Craft, Edmonton, AB: University of Alberta Museums, 2012, p. 104) On the reverse of the piece ""(49)"" is handwritten in pencil on the upper left corner.  Below the pencil number there are two black ink markings.  Read More +",inscription
